Code INSEE;Code Postal;Commune;Département;Région;Statut;Altitude Moyenne;Superficie;Population;geo_point_2d;geo_shape;ID Geofla;Code Commune;Code Canton;Code Arrondissement;Code Département;Code Région
77041;77760;BOISSY-AUX-CAILLES;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;109.0;1633.0;0.30000000000000004;48.31188396346887,2.492770362336791;"{""coordinates"": [[[2.502591434828553, 48.28752208043458], [2.495436357776014, 48.29275533586427], [2.475200582920742, 48.29655424264136], [2.458810016540943, 48.3103815038612], [2.45866568829277, 48.31392582314185], [2.456022110596931, 48.321741420077885], [2.489320420950956, 48.329753366043235], [2.514819585700517, 48.33144410469308], [2.521177529355295, 48.322247785409196], [2.522495728808872, 48.31375063803327], [2.52168077130576, 48.306945332590196], [2.50759751363259, 48.28850575617569], [2.502591434828553, 48.28752208043458]]], ""type"": ""Polygon""}";32444;041;03;4;77;11
78498;78300;POISSY;YVELINES;ILE-DE-FRANCE;Chef-lieu canton;71.0;1292.0;37.8;48.92353593714225,2.027155527724472;"{""coordinates"": [[[1.998373858656251, 48.891402317944284], [1.981874030157271, 48.90029277340157], [1.979890820893632, 48.90334271172455], [2.008618146602788, 48.92069850338689], [2.016906453423189, 48.924058369966694], [2.008405582969258, 48.934717353626134], [2.022226503649573, 48.9300015197011], [2.036390265131146, 48.934639857207415], [2.047268460412285, 48.94662479534304], [2.049002092999002, 48.957097509348024], [2.070157210620774, 48.946309901645286], [2.063219382472192, 48.94111181783663], [2.054601988567889, 48.925503867705295], [2.044986902874214, 48.92290949272036], [2.03988510194635, 48.91687015189673], [2.027028641340774, 48.91261147098427], [2.022166133594169, 48.91360612378119], [2.014347784259485, 48.904953278445134], [2.001322657780333, 48.89979100547113], [1.995659510862977, 48.89423955993374], [1.998373858656251, 48.891402317944284]]], ""type"": ""Polygon""}";6605;498;97;3;78;11
94047;94520;MANDRES-LES-ROSES;VAL-DE-MARNE;ILE-DE-FRANCE;Commune simple;90.0;337.0;4.4;48.70588801740378,2.548307416139081;"{""coordinates"": [[[2.544309615345726, 48.69845182449564], [2.531076672373326, 48.6997857076551], [2.526873889169174, 48.704734124193436], [2.52957873740183, 48.70618395023743], [2.554029410317376, 48.71544325373093], [2.5681236675330252, 48.7089740974758], [2.5688040564289842, 48.707222628077], [2.554061991250173, 48.69888444401059], [2.544309615345726, 48.69845182449564]]], ""type"": ""Polygon""}";28687;047;26;1;94;11
77238;77640;JOUARRE;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;142.0;4237.0;4.2;48.90254101281396,3.112805325039167;"{""coordinates"": [[[3.109698286512401, 48.8628873233093], [3.080716503456304, 48.860743024572855], [3.075518016851241, 48.86636714082762], [3.056432159129018, 48.86463299245985], [3.041865873569866, 48.87111401972803], [3.054004785613473, 48.876756806687084], [3.052757132377566, 48.883358239895415], [3.06167861180859, 48.88642058306283], [3.068998915904412, 48.89476203261879], [3.072657311946746, 48.89704406356446], [3.081259611819713, 48.89435865306652], [3.083678349849243, 48.89727068516305], [3.091844391789055, 48.925915651474675], [3.093901568546826, 48.93152545439367], [3.117080346580309, 48.933141704502425], [3.117060090298565, 48.93627114130243], [3.135774188770454, 48.936386291333115], [3.15115135252684, 48.94366982803666], [3.158305079999765, 48.93926324738632], [3.167052890502323, 48.94708385745257], [3.170297049890481, 48.94967811807252], [3.183537431433973, 48.94487457627511], [3.189220870363456, 48.94227589426387], [3.16103849850882, 48.92269520486745], [3.155291514092467, 48.912900720109384], [3.141483999105557, 48.90781891405097], [3.133365601272605, 48.8913622810317], [3.140130511039683, 48.8864713784662], [3.121564421294399, 48.877822404099255], [3.120827173494753, 48.871519006482], [3.124598709925095, 48.86953665644734], [3.110624667071595, 48.86907375212932], [3.109698286512401, 48.8628873233093]]], ""type"": ""Polygon""}";6458;238;12;1;77;11
95450;95000;NEUVILLE-SUR-OISE;VAL-D'OISE;ILE-DE-FRANCE;Commune simple;36.0;426.0;1.6;49.017334399857845,2.062766561275308;"{""coordinates"": [[[2.071694219065903, 49.00170883566148], [2.064428878664958, 49.0082080270963], [2.040594242711127, 49.0256902112004], [2.038230126645515, 49.03372851576785], [2.07263366399205, 49.018756983375035], [2.083165986845831, 49.019269519447455], [2.081068703325341, 49.016483801998014], [2.084914920835882, 49.01467871491032], [2.071694219065903, 49.00170883566148]]], ""type"": ""Polygon""}";1473;450;39;3;95;11
77413;77860;SAINT-GERMAIN-SUR-MORIN;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;83.0;478.0;3.5;48.87525806517412,2.840289850194405;"{""coordinates"": [[[2.835635799914221, 48.860954149003], [2.827151311351162, 48.86294767620005], [2.823383877222938, 48.87258282281413], [2.828654135152851, 48.87847195476637], [2.841575580758863, 48.88880473040634], [2.851196709687714, 48.886415949476394], [2.863003856783472, 48.871708434564454], [2.8625949680932283, 48.871671993497145], [2.859956879027904, 48.87425894614298], [2.8467821963403983, 48.87123012151178], [2.835635799914221, 48.860954149003]]], ""type"": ""Polygon""}";32921;413;08;1;77;11
95563;95320;SAINT-LEU-LA-FORET;VAL-D'OISE;ILE-DE-FRANCE;Chef-lieu canton;114.0;524.0;14.8;49.020216481216735,2.246760442063971;"{""coordinates"": [[[2.250359431011816, 49.00068276180349], [2.24169950950294, 49.00782227223927], [2.223938365742677, 49.011809266915286], [2.234979618522658, 49.01859739955467], [2.244078476498541, 49.03408566006253], [2.253149647049514, 49.04141702368324], [2.258271637799039, 49.040010033328834], [2.256018145411797, 49.02641797397647], [2.261676818591763, 49.02081478737407], [2.255946887626792, 49.01516824021881], [2.252337979348143, 49.00185512555643], [2.250359431011816, 49.00068276180349]]], ""type"": ""Polygon""}";18904;563;20;3;95;11
77349;77280;OTHIS;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;109.0;1303.0;6.5;49.08272593095439,2.6542267238055812;"{""coordinates"": [[[2.644442463624521, 49.06329107144277], [2.634734829890367, 49.064170103149515], [2.635106854767608, 49.08715341112367], [2.619364901252013, 49.094468507185574], [2.633272965218076, 49.10837621896302], [2.640604357635901, 49.09982972651945], [2.650788658691396, 49.10030929484762], [2.678071811198644, 49.086008359844605], [2.6920494478954673, 49.076630996953504], [2.691154522021748, 49.07062241020906], [2.680854227644092, 49.069867188386205], [2.67410738392851, 49.06553315630603], [2.654091909727127, 49.06903785263097], [2.646017484952161, 49.065085041296385], [2.644442463624521, 49.06329107144277]]], ""type"": ""Polygon""}";24509;349;09;1;77;11
91115;91680;BRUYERES-LE-CHATEL;ESSONNE;ILE-DE-FRANCE;Commune simple;101.0;1293.0;3.2;48.600315456980105,2.186870414686844;"{""coordinates"": [[[2.153429063671843, 48.57713754085061], [2.147518629854384, 48.583779269644744], [2.172802856256893, 48.58823969441315], [2.175030197151304, 48.59490301047871], [2.170712489795067, 48.601223975583764], [2.176977877655073, 48.61076684802745], [2.176233863717363, 48.62098066590029], [2.181171046614329, 48.62715863857398], [2.202022129426071, 48.62842458361314], [2.202972626420991, 48.6283859701903], [2.198579216705459, 48.61930703845516], [2.210105696785282, 48.608022676025676], [2.202005397474359, 48.59569861053622], [2.202598465293825, 48.58881187150006], [2.213635778196262, 48.58251631849727], [2.199097780809747, 48.58008945637938], [2.168015907298168, 48.58057788352226], [2.153429063671843, 48.57713754085061]]], ""type"": ""Polygon""}";36378;115;01;3;91;11
77359;77930;PERTHES;SEINE-ET-MARNE;ILE-DE-FRANCE;Chef-lieu canton;74.0;1221.0;2.1;48.47973060601191,2.550380520031607;"{""coordinates"": [[[2.576775774969459, 48.471283967056706], [2.564845857534464, 48.464430664797256], [2.549157516911744, 48.46562261657904], [2.5369841403816693, 48.47159428847869], [2.521897559200711, 48.47176840816769], [2.511139672566797, 48.48653241200231], [2.535431411363798, 48.492648324380276], [2.548769162370622, 48.48877742224933], [2.558809526780196, 48.49056938286432], [2.579789198263286, 48.492012856141585], [2.583633978686186, 48.47823530122646], [2.576775774969459, 48.471283967056706]]], ""type"": ""Polygon""}";33581;359;32;2;77;11
91273;91720;GIRONVILLE-SUR-ESSONNE;ESSONNE;ILE-DE-FRANCE;Commune simple;118.0;1333.0;0.8;48.36633261906147,2.345743476526239;"{""coordinates"": [[[2.327292872235835, 48.3491967625036], [2.323168819673871, 48.35500349810825], [2.304169905454464, 48.353354900569386], [2.302901310866244, 48.3563885184439], [2.308727425233415, 48.36916270065247], [2.321748133433149, 48.37306172227625], [2.327215707162357, 48.37846415643809], [2.331481720968564, 48.376472947203204], [2.362088960563709, 48.3771634625767], [2.386682851835512, 48.381692821258284], [2.383011232645624, 48.35848827139812], [2.34779150915547, 48.35937929266506], [2.327292872235835, 48.3491967625036]]], ""type"": ""Polygon""}";31576;273;18;2;91;11
93057;93320;LES PAVILLONS-SOUS-BOIS;SEINE-SAINT-DENIS;ILE-DE-FRANCE;Chef-lieu canton;56.0;293.0;21.2;48.90820602525632,2.502974482665042;"{""coordinates"": [[[2.49983721841802, 48.89574288314788], [2.491198654219263, 48.91019424357254], [2.4917336814827, 48.916878261504436], [2.507299294877434, 48.91866092556631], [2.509447396464468, 48.912257801546936], [2.518786304714338, 48.9100654325145], [2.510923718752643, 48.901796021348346], [2.507639971155887, 48.89851809815029], [2.49983721841802, 48.89574288314788]]], ""type"": ""Polygon""}";21208;057;22;1;93;11
78010;78580;LES ALLUETS-LE-ROI;YVELINES;ILE-DE-FRANCE;Commune simple;180.0;744.0;1.2;48.91431683490608,1.9147623645326801;"{""coordinates"": [[[1.934094509663578, 48.90463470178501], [1.9274117683317171, 48.89923280365715], [1.911970051642102, 48.90118004939125], [1.90351147945369, 48.905096107675675], [1.893883069035276, 48.917131010369324], [1.8835794523900722, 48.917170339678535], [1.9011413923122342, 48.92947397790441], [1.917692243100326, 48.92449832395264], [1.936385726810034, 48.9193595601117], [1.9420112791239772, 48.913833384023725], [1.9319735865475671, 48.9076016923165], [1.934094509663578, 48.90463470178501]]], ""type"": ""Polygon""}";28133;010;17;3;78;11
78234;78200;FLACOURT;YVELINES;ILE-DE-FRANCE;Commune simple;131.0;434.0;0.1;48.93233382287785,1.642604229168521;"{""coordinates"": [[[1.645334772309478, 48.92159361350931], [1.6182935704339, 48.93307595303148], [1.6291691328914402, 48.94100756157239], [1.648555720429354, 48.936829731473246], [1.656616023157106, 48.93978039303795], [1.665150680486089, 48.940775130832996], [1.660186183674842, 48.93262527638241], [1.6577910587911422, 48.92651859098601], [1.645334772309478, 48.92159361350931]]], ""type"": ""Polygon""}";22533;234;07;1;78;11
78590;78720;SENLISSE;YVELINES;ILE-DE-FRANCE;Commune simple;148.0;814.0;0.5;48.68541885679166,1.971743103777269;"{""coordinates"": [[[2.00076464907271, 48.668024965498475], [1.990225768144295, 48.67577114558809], [1.958762606795346, 48.677398547226986], [1.935192186575686, 48.6855650934503], [1.937892291577651, 48.68773906363643], [1.943273386565222, 48.69508206714281], [1.9577012884773501, 48.69179981443941], [1.965868928476708, 48.69582883046343], [1.9805438741623431, 48.69583822567571], [2.003423430626526, 48.68885340497597], [1.9967247456868562, 48.68464142408274], [2.00076464907271, 48.668024965498475]]], ""type"": ""Polygon""}";27740;590;05;2;78;11
77231;77440;ISLES-LES-MELDEUSES;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;70.0;685.0;0.8;48.99774131312507,3.012545427705198;"{""coordinates"": [[[3.035966546137788, 48.99479990220667], [2.993237437516487, 48.982027303899315], [2.9884555161429773, 48.98342971676583], [2.985584065924249, 48.992106804112645], [2.994930281359153, 48.9944544946736], [3.01368377553562, 49.01382255329599], [3.023758432990596, 49.01336239509164], [3.035182013333689, 49.00667858381639], [3.031790813424159, 49.00426068934113], [3.035966546137788, 48.99479990220667]]], ""type"": ""Polygon""}";14595;231;15;1;77;11
78133;78240;CHAMBOURCY;YVELINES;ILE-DE-FRANCE;Commune simple;117.0;797.0;5.9;48.896059279621184,2.033215652046374;"{""coordinates"": [[[2.03718558989628, 48.87765461478432], [2.020252867793868, 48.882598674466365], [1.998373858656251, 48.891402317944284], [2.012652511885662, 48.89579287035772], [2.022540729614209, 48.893661566937375], [2.026951435811231, 48.89557714738078], [2.027028641340774, 48.91261147098427], [2.03988510194635, 48.91687015189673], [2.052729084891141, 48.90693575745566], [2.054452747035241, 48.89766810449447], [2.03718558989628, 48.87765461478432]]], ""type"": ""Polygon""}";33554;133;21;3;78;11
77056;77760;BURCY;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;121.0;695.0;0.2;48.23306894729367,2.525554223791525;"{""coordinates"": [[[2.517403785513194, 48.21437764172753], [2.514118720147237, 48.214382173368875], [2.51534980247852, 48.226930379599125], [2.50734503231658, 48.228984796201146], [2.506191747348858, 48.23853573045284], [2.53447561917327, 48.250950485024106], [2.5467263726717473, 48.24262116421036], [2.53206265059803, 48.22985007188617], [2.542288072207186, 48.22319567919938], [2.541021265311239, 48.22176909312051], [2.517403785513194, 48.21437764172753]]], ""type"": ""Polygon""}";23252;056;03;4;77;11
95572;95310;SAINT-OUEN-L'AUMONE;VAL-D'OISE;ILE-DE-FRANCE;Chef-lieu canton;42.0;1401.0;23.5;49.04416834547294,2.128613037426147;"{""coordinates"": [[[2.128675693652125, 49.02287268358594], [2.1222446618151762, 49.027996444319484], [2.116025149321731, 49.02303199458735], [2.095793873352153, 49.036073119145335], [2.10051725460273, 49.04605401787113], [2.126523773736604, 49.06382549588701], [2.135293668154218, 49.06720697184654], [2.145384235224039, 49.066919478601385], [2.152078555521407, 49.05756126735889], [2.151603867303811, 49.04726197617182], [2.158661479406162, 49.04226702251259], [2.155762770860706, 49.03631183335631], [2.128675693652125, 49.02287268358594]]], ""type"": ""Polygon""}";24316;572;21;3;95;11
77119;77370;CLOS-FONTAINE;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;122.0;597.0;0.30000000000000004;48.60352796107054,3.014235933728226;"{""coordinates"": [[[3.035677189359355, 48.59321364870808], [3.026471181735306, 48.59607653619837], [3.0168013439819, 48.59356862399985], [2.987753015554648, 48.601853768652354], [2.985581642735446, 48.60680985965648], [2.993760521948391, 48.60776405398541], [3.011897161712802, 48.614195128638926], [3.036121255324105, 48.607911655902754], [3.035677189359355, 48.59321364870808]]], ""type"": ""Polygon""}";30777;119;22;2;77;11
78623;78490;LE TREMBLAY-SUR-MAULDRE;YVELINES;ILE-DE-FRANCE;Commune simple;102.0;605.0;1.0;48.7834999157,1.878022372000984;"{""coordinates"": [[[1.8690403230037642, 48.765489805296134], [1.863228557498298, 48.77057069002367], [1.870019834953439, 48.779324086598024], [1.8660026170907882, 48.78569027041826], [1.872623706995769, 48.79865124092132], [1.87582151118509, 48.80504951039532], [1.885899950898868, 48.80431637499487], [1.889945589429817, 48.770336241357604], [1.882620923831742, 48.766697007639365], [1.8690403230037642, 48.765489805296134]]], ""type"": ""Polygon""}";31493;623;15;2;78;11
77043;77750;BOITRON;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;151.0;514.0;0.4;48.89658685975217,3.261883552054025;"{""coordinates"": [[[3.271818988756862, 48.88621786316362], [3.2480575283401, 48.887744300798225], [3.239815274264353, 48.89544108453154], [3.252405398956277, 48.90413832646504], [3.27007622059624, 48.9077778649695], [3.282082343387925, 48.90290303782826], [3.271818988756862, 48.88621786316362]]], ""type"": ""Polygon""}";12593;043;26;3;77;11
77525;77230;VINANTES;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;107.0;529.0;0.30000000000000004;49.00336689019137,2.739932368905603;"{""coordinates"": [[[2.7473385680288382, 48.99060973630512], [2.725005128062582, 48.99697201527047], [2.727710066452783, 48.99974774573272], [2.721131570512309, 49.008302053747336], [2.730756055335017, 49.01588627316646], [2.754868916061471, 49.01057873018843], [2.754544901214302, 48.99815109010765], [2.753418847152294, 48.99065835424613], [2.7473385680288382, 48.99060973630512]]], ""type"": ""Polygon""}";17001;525;09;1;77;11
91286;91350;GRIGNY;ESSONNE;ILE-DE-FRANCE;Chef-lieu canton;62.0;501.0;26.9;48.6568896115566,2.387896478580817;"{""coordinates"": [[[2.391422956309321, 48.643197518726176], [2.365772869587406, 48.64621205122028], [2.378054057839069, 48.66137051578436], [2.3963395410812343, 48.67353575082402], [2.407056815698759, 48.66741901766303], [2.391422956309321, 48.643197518726176]]], ""type"": ""Polygon""}";27515;286;40;2;91;11
77235;77440;JAIGNES;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;115.0;1016.0;0.30000000000000004;48.98705524224735,3.074558248708759;"{""coordinates"": [[[3.059257256012385, 48.9755474672377], [3.034009604577313, 48.96959542007963], [3.026390517550976, 48.974210366259605], [3.03629432394817, 48.974972118333184], [3.043605953675691, 48.979249976858604], [3.040886137378179, 48.994996152215506], [3.061809640052, 48.99680359426063], [3.081167531192224, 48.99276361608444], [3.095399811799554, 48.9968265521576], [3.127158638085069, 48.99677012587309], [3.132447298018315, 48.991432101203074], [3.114852846062277, 48.98754765358796], [3.111251118087446, 48.990050857338126], [3.096909799533476, 48.985801029040566], [3.091066156765233, 48.980293407844115], [3.059998842109738, 48.978964139789994], [3.059257256012385, 48.9755474672377]]], ""type"": ""Polygon""}";27896;235;15;1;77;11
77215;77220;GRETZ-ARMAINVILLIERS;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;107.0;1356.0;7.9;48.74953288926905,2.7262357852056303;"{""coordinates"": [[[2.703343985194548, 48.729030616052995], [2.708274004964661, 48.74700420624232], [2.703953986206554, 48.74854056477865], [2.714117544689658, 48.76026663017338], [2.709814081191255, 48.77334250059162], [2.713816662152812, 48.77544774039521], [2.730177870743943, 48.779802880808255], [2.728699518997861, 48.77360273589924], [2.737366128648389, 48.77113977819066], [2.742100718537976, 48.76573572960854], [2.737982942856056, 48.75668777956639], [2.7552103298981523, 48.729256187751666], [2.703343985194548, 48.729030616052995]]], ""type"": ""Polygon""}";28789;215;28;2;77;11
77529;77580;VOULANGIS;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;108.0;959.0;1.5;48.84031218010945,2.889716285735505;"{""coordinates"": [[[2.87547776852791, 48.81473134209336], [2.867107605030548, 48.818166859449306], [2.8563595697571342, 48.829063533838124], [2.870952080170031, 48.83307325107471], [2.882265411505835, 48.84830166617488], [2.886214925195741, 48.86180432696555], [2.904940207458519, 48.855786229795584], [2.924809965316642, 48.856348950901676], [2.92585487723658, 48.849937422095635], [2.912126385594015, 48.84540450378237], [2.907831617934057, 48.83916889395299], [2.892711292122152, 48.83787923064335], [2.889229986597377, 48.82844197366886], [2.87547776852791, 48.81473134209336]]], ""type"": ""Polygon""}";21909;529;08;1;77;11
94003;94110;ARCUEIL;VAL-DE-MARNE;ILE-DE-FRANCE;Chef-lieu canton;70.0;232.0;19.5;48.80588035965699,2.333510249842654;"{""coordinates"": [[[2.34385114554979, 48.79766105911435], [2.323937975769717, 48.801552407915224], [2.31904946488543, 48.80995199111788], [2.329063222575344, 48.81378604475913], [2.337884503474758, 48.812971810560256], [2.344856549104409, 48.80541037414988], [2.347778462376922, 48.80149599950683], [2.34385114554979, 48.79766105911435]]], ""type"": ""Polygon""}";32123;003;34;3;94;11
77430;77178;SAINT-PATHUS;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;101.0;535.0;5.5;49.07375705850074,2.787942211427862;"{""coordinates"": [[[2.779756899140802, 49.059838830700095], [2.760833394165385, 49.063003639382096], [2.785274711243776, 49.075440026103486], [2.768337097198238, 49.08325804235064], [2.7882143158873642, 49.08287211188078], [2.783987982086995, 49.08863701396443], [2.791730402174472, 49.09014322770303], [2.8006116632152223, 49.087550813286974], [2.806404926083622, 49.06852554597403], [2.779756899140802, 49.059838830700095]]], ""type"": ""Polygon""}";33986;430;09;1;77;11
77412;77930;SAINT-GERMAIN-SUR-ECOLE;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;62.0;252.0;0.4;48.47430724856196,2.510781898359126;"{""coordinates"": [[[2.505938219893277, 48.46115938257385], [2.502474753605942, 48.48407645704056], [2.51013450608694, 48.48838148360523], [2.511139672566797, 48.48653241200231], [2.521897559200711, 48.47176840816769], [2.514476449366342, 48.46375856713729], [2.505938219893277, 48.46115938257385]]], ""type"": ""Polygon""}";18225;412;32;2;77;11
95598;95230;SOISY-SOUS-MONTMORENCY;VAL-D'OISE;ILE-DE-FRANCE;Chef-lieu canton;59.0;394.0;17.2;48.98840778751709,2.300499783419528;"{""coordinates"": [[[2.297857372031163, 48.97508072249966], [2.2918582764243443, 48.976241469131054], [2.285380127831756, 48.9844042583514], [2.292862067561396, 48.995842042587185], [2.310627837866102, 49.00201526952086], [2.315263227620925, 49.00081884764008], [2.307017294997444, 48.97759795552954], [2.303379426006342, 48.97891677436057], [2.297857372031163, 48.97508072249966]]], ""type"": ""Polygon""}";32145;598;24;2;95;11
77040;77310;BOISSISE-LE-ROI;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;69.0;711.0;3.6;48.51197791258124,2.569919095331142;"{""coordinates"": [[[2.558809526780196, 48.49056938286432], [2.560455943334111, 48.50083102453154], [2.550923298310014, 48.509071722194335], [2.5572297427457062, 48.514196104667235], [2.567117796298097, 48.51373775414009], [2.569422533414727, 48.516678803587666], [2.569598404254559, 48.5199989349482], [2.556744169008966, 48.53000009250989], [2.55933831155982, 48.53236664486243], [2.548988349377239, 48.537293522511916], [2.5608955112323, 48.53565587803923], [2.5793416121366, 48.52928156892615], [2.587834376166477, 48.52057633507221], [2.585713230256129, 48.51481157566127], [2.580766221903014, 48.51541494791484], [2.5765091531316333, 48.50937256353554], [2.583997396673095, 48.49384487754473], [2.579789198263286, 48.492012856141585], [2.558809526780196, 48.49056938286432]]], ""type"": ""Polygon""}";28430;040;32;2;77;11
77125;77450;CONDE-SAINTE-LIBIAIRE;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;54.0;212.0;1.4;48.89858827586808,2.83639912670545;"{""coordinates"": [[[2.840347290345769, 48.88910885978855], [2.824450943375254, 48.89575937098465], [2.8213745318694423, 48.89797606908017], [2.823919381205963, 48.90371728883481], [2.8285252045339293, 48.90520778960656], [2.836505202019267, 48.90097432311237], [2.846989260812537, 48.90748100384569], [2.850320635136658, 48.90654996030416], [2.8475226027206872, 48.89772444147672], [2.840347290345769, 48.88910885978855]]], ""type"": ""Polygon""}";33254;125;08;1;77;11
77450;77170;SERVON;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;90.0;738.0;2.9;48.71505358590596,2.5916426454251633;"{""coordinates"": [[[2.574345135090998, 48.70100031418579], [2.5688040564289842, 48.707222628077], [2.5681236675330252, 48.7089740974758], [2.580405740364425, 48.722986299321384], [2.594679183112779, 48.73180512040085], [2.600915707459338, 48.727023161881995], [2.6091434377744323, 48.728489483820915], [2.61518582057583, 48.716609558573715], [2.594869502369241, 48.702007216840244], [2.574345135090998, 48.70100031418579]]], ""type"": ""Polygon""}";12266;450;02;2;77;11
91463;91490;ONCY-SUR-ECOLE;ESSONNE;ILE-DE-FRANCE;Commune simple;96.0;539.0;1.0;48.38193499730024,2.456868761870488;"{""coordinates"": [[[2.42983222850442, 48.36201578311775], [2.427873892841398, 48.36331991995492], [2.438748032739913, 48.37039863088607], [2.4419257025190513, 48.38016638875664], [2.4571987389375662, 48.3973674102778], [2.473831970926823, 48.390388855265], [2.482447295311033, 48.38245552813439], [2.449840080038093, 48.37370756368517], [2.450637658099612, 48.36716142652913], [2.441011631283942, 48.368322015439794], [2.42983222850442, 48.36201578311775]]], ""type"": ""Polygon""}";36317;463;18;2;91;11
91332;91630;LEUDEVILLE;ESSONNE;ILE-DE-FRANCE;Commune simple;80.0;782.0;1.4;48.570725410487675,2.327742574415942;"{""coordinates"": [[[2.34275603831907, 48.55283088682573], [2.339449314507138, 48.55501655005188], [2.317022752922143, 48.552919794214965], [2.312614467622999, 48.56255593463806], [2.313281782316677, 48.57575656826309], [2.316867985207582, 48.58559148900522], [2.326590094046657, 48.5929423269166], [2.338445908821838, 48.5904990451477], [2.336501928392555, 48.57482681782231], [2.3476312663028, 48.5574186122362], [2.34275603831907, 48.55283088682573]]], ""type"": ""Polygon""}";8192;332;04;3;91;11
78383;78310;MAUREPAS;YVELINES;ILE-DE-FRANCE;Chef-lieu canton;152.0;844.0;18.8;48.76983935606381,1.9240403706507232;"{""coordinates"": [[[1.940190233964464, 48.75667082588244], [1.916218920217727, 48.75868639969592], [1.901068542801374, 48.76813642692036], [1.8968752699602751, 48.77790205546943], [1.9091326266187112, 48.783996063098705], [1.9234467265756372, 48.78093279583574], [1.933118416455444, 48.78252165542451], [1.936505780837706, 48.7799344180938], [1.947364263333792, 48.7658819566173], [1.952045771936414, 48.765158571678356], [1.95194421881944, 48.75937405464393], [1.940190233964464, 48.75667082588244]]], ""type"": ""Polygon""}";25740;383;34;2;78;11
95039;95430;AUVERS-SUR-OISE;VAL-D'OISE;ILE-DE-FRANCE;Chef-lieu canton;71.0;1280.0;6.8;49.08038585772695,2.154880708847841;"{""coordinates"": [[[2.126523773736604, 49.06382549588701], [2.120222347793853, 49.06502941522313], [2.130640182554452, 49.07949234278088], [2.13032649689253, 49.08595521379049], [2.146343006602334, 49.09265199265808], [2.144845499580561, 49.09877370265889], [2.149837408383652, 49.104159138503775], [2.159705364297396, 49.1036800050088], [2.173592146378556, 49.088184661166196], [2.180003427060421, 49.079263756714674], [2.193145931475593, 49.07385868960018], [2.1889024362930822, 49.072148647865085], [2.166060898613767, 49.06443909738164], [2.145384235224039, 49.066919478601385], [2.135293668154218, 49.06720697184654], [2.126523773736604, 49.06382549588701]]], ""type"": ""Polygon""}";19887;039;34;3;95;11
77273;77230;MARCHEMORET;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;110.0;707.0;0.6000000000000001;49.05285525242844,2.751692813813683;"{""coordinates"": [[[2.760515447345947, 49.042951727279025], [2.730874777496857, 49.045739338321845], [2.728793032286347, 49.04885476426041], [2.71925133893728, 49.04764594433657], [2.714731937043238, 49.05358776440101], [2.724538514325248, 49.05405123841177], [2.735012637577536, 49.06045881669922], [2.760833394165385, 49.063003639382096], [2.779756899140802, 49.059838830700095], [2.7740183195982553, 49.05486483243619], [2.775686451213009, 49.05191871492978], [2.785061929536182, 49.05082089486397], [2.786975268422119, 49.04793799049387], [2.77287497816128, 49.04727375146559], [2.760515447345947, 49.042951727279025]]], ""type"": ""Polygon""}";18470;273;09;1;77;11
92071;92330;SCEAUX;HAUTS-DE-SEINE;ILE-DE-FRANCE;Chef-lieu canton;78.0;360.0;19.3;48.77681636904772,2.295294145135886;"{""coordinates"": [[[2.290253488380403, 48.766603733904724], [2.278826695128923, 48.77629406523211], [2.279571324559528, 48.78248656760797], [2.281984557146941, 48.783166662517786], [2.303309205956868, 48.78539753254061], [2.309699191735462, 48.784903965220956], [2.307705347974042, 48.7792530976763], [2.31243945221886, 48.772166026509616], [2.290253488380403, 48.766603733904724]]], ""type"": ""Polygon""}";32144;071;36;1;92;11
95480;95620;PARMAIN;VAL-D'OISE;ILE-DE-FRANCE;Commune simple;75.0;885.0;5.5;49.122869908767576,2.201277887001212;"{""coordinates"": [[[2.208967439634917, 49.093619821812744], [2.199478667083511, 49.09452811981984], [2.18109010542626, 49.10840424329077], [2.197075212583601, 49.11710790133368], [2.190271335470153, 49.13701418205327], [2.196439089112897, 49.145768048185566], [2.192624103798166, 49.15574969376552], [2.198464270371318, 49.15660691136412], [2.2116879880478812, 49.142524157394625], [2.213416675847403, 49.126153327303115], [2.217447214248123, 49.12416554312453], [2.209052680144024, 49.111369766061465], [2.208967439634917, 49.093619821812744]]], ""type"": ""Polygon""}";15912;480;14;3;95;11
