"Réseau	";" Intitulé original de l'indicateur";"Intitulé usager de l'indicateur";"Type d'indicateur";"Sources et méthodes";Affichage;Pondération;"Type d'Unité";Unité;"Code sp+ indicateur";"Type de graphe";"Type de graphe évolution";Utile;"Pas utile";"Date de mise à jour";Actif
"POLICE NATIONALE";"Police-secours intervient dans un délai moyen de x minutes après l'appel 17";"Délai moyen d'intervention de Police Secours après un appel";performance;"Données 4ème trimestre 2019 issue de la base de données figurant au sein de l’outil MCI/N-MCI";Oui;;Temporel;minute;IND-261;"Multi Barres";Evolution;8;8;"lun 04/04/2022 - 12:22";Oui
"Ministère de la Justice";"Délai de prise de rendez-vous";"Taux de répondants satisfaits du délai de prise de rendez-vous";satisfaction;"Source: Ministère de la justice/SADJAV. Méthodes: nombre de personnes se déclarant satisfaites du délai de prise de rendez-vous / nombre total de répondants à l'enquête de satisfaction exprimé en %";Oui;;Taux;%;IND-293;;Evolution;;;"lun 04/04/2022 - 12:22";Oui
"CAISSE NATIONALE MILITAIRE DE SECURITE SOCIALE";"Délai moyen de remboursement des feuilles de soins électroniques";"Délai moyen de remboursement des feuilles de soins électroniques";performance;"L’indicateur mesure le délai moyen en jours calendaires entre la date de réception et la date de traitement des feuilles de soins électroniques relatives aux frais de santé.";Oui;;Temporel;jour;IND-16;"Unique Valeur";Evolution;1;0;"lun 04/04/2022 - 12:22";Oui
"Ministère de l'Agriculture et de l'Alimentation";"Activité partielle : AU- Durée moyenne d'attente";"Durée moyenne d’attente au téléphone concernant l'activité partielle";performance;"Temps moyen d'attente dans le cadre du recours à l'assistance utilisateurs";Oui;;Temporel;seconde;IND-48;"Unique Valeur";Evolution;1;0;"lun 04/04/2022 - 12:22";Oui
"Ministère de l'Agriculture et de l'Alimentation";"Taux de réussite aux examens";"Taux de réussite aux examens";performance;"Données nationales, régionales et par établissement 
Source : données fournies par le DECIA, extraction des sessions définitives 
Producteur : Ministère de l'Agriculture et de l'Alimentation 
Note : la mention ""NR"" correspond à des candidats libres.";Oui;;Taux;%;IND-80;"Multi Barres";Evolution;;;"lun 04/04/2022 - 12:22";Oui
DGFIP;"Taux de messages électroniques ayant reçu une réponse dans un délai d’une semaine";"Taux de messages électroniques ayant reçu une réponse dans un délai d’une semaine";performance;"Données issues du SI de la DGFIP";Oui;;Taux;%;IND-112;"Multi Barres";Evolution;10;31;"lun 04/04/2022 - 12:22";Oui
DGDDI;"Si vous avez bénéficié de conseils, quel a été votre niveau de satisfaction par rapport à la qualité de l’information diffusée par les cellules conseil aux entreprises ?";"Satisfaction quant aux informations fournies par les cellules conseil aux entreprises";satisfaction;"taux issu de l’enquête annuelle de satisfaction réalisée par la DGDDI. Pourcentage de « satisfaits et « très satisfait »";Oui;;Taux;%;IND-144;"Multi Barres";Evolution;;;"lun 04/04/2022 - 12:22";Oui
"Ministère de la Justice";"Juges aux affaires familiales - divorce : durée moyenne";"Durée moyenne d'une procédure de divorce";performance;"Source : Ministère de la Justice / SG / SEM / SDSE / Exploitation statistique du Répoertoire Général Civil";Oui;;Temporel;mois;IND-176;"Multi Barres";Evolution;1;0;"lun 04/04/2022 - 12:22";Oui
MTE-MCTRCT;"Taux de satisfaction des bénéficiaires de MaPrimeRénov’";"Taux de satisfaction des bénéficiaires de MaPrimeRénov’";satisfaction;"Enquête réalisée du 18 décembre 2020 au 5 janvier 2021.";Oui;;Taux;%;IND-208;"Unique Valeur";Evolution;1;0;"lun 04/04/2022 - 12:22";Oui
"POLE EMPLOI";"Taille moyenne des portefeuille suivis";"Taille moyenne des portefeuille suivis";performance;"Mois d'observation : décembre 2019";Non;;Nombre;personne;IND-240;"Multi Barres";Evolution;;;"lun 04/04/2022 - 12:22";Oui
"Universités et écoles";"Taux d'insertion professionnelle à 18 mois des diplômés 2016 de master - Lettres-Langues-Arts";"Taux d'insertion professionnelle des diplômés 2016 de master - Lettres-Langues-Arts";performance;"MESRI-SIES (enquête d'inssertion professionnelle à 18 et 30 mois des diplômés des diplômes d'université)";Oui;;Taux;%;IND-272;"Multi Barres";Evolution;1;0;"lun 04/04/2022 - 12:22";Oui
DGCCRF;"Taux de satisfaction des usagers vis-à-vis de la plateforme numérique SignalConso";"Taux de satisfaction des usagers vis-à-vis de la plateforme numérique SignalConso";performance;"Recueil des avis via mon avis numérique sur la période de 4 septembre 2019 au 3 septembre 2020 auprès de 769 internautes sur le site signal conso";Oui;;Taux;%;IND-27;"Unique Valeur";Evolution;1;0;"lun 04/04/2022 - 12:22";Oui
"Ministère de l'Agriculture et de l'Alimentation";"Taux d'emploi post-formation";"Taux d'emploi post-formation";performance;"Enquête téléphonique portant sur toutes nos formations, sur un panel de 60 pers. En formations longues et 200 pers. En formations courtes.";Oui;;Taux;%;IND-59;"Unique Valeur";Evolution;;;"lun 04/04/2022 - 12:22";Oui
"Etablissement Français du Sang";"Note de satisfaction du délai d’attente - sites mobiles";"Satisfaction du délai d’attente avant le don";satisfaction;"Issu de l'enquête de satisfaction menée auprès de plus de 33 000 donneurs ayant donné leur sang au cours de l'année 2019";Oui;;Note;10;IND-91;"Multi Barres";Evolution;;;"lun 04/04/2022 - 12:22";Oui
CNAF;"Taux de satisfaction globale du site Internet";"Taux de satisfaction relatif au site Internet";satisfaction;"Ces indicateurs illustrent la démarche d’association des usagers initiée par la Branche. En effet, le réseau des Caf organise des tests usagers réguliers dans le but d’évaluer la satisfaction de son offre de service. L’évolution des indicateurs retenus nous permettra d’évaluer l’efficacité de nos actions sur la satisfaction des usagers.";Oui;;Taux;%;IND-123;"Multi Barres";Evolution;2;2;"lun 04/04/2022 - 12:22";Oui
"Ministère de la Justice";"Délai de délivrance des extraits de casier judiciaire demandés par courrier";"Délai de délivrance des extraits de casier judiciaire demandés par courrier";performance;"Calcul de la moyenne du délai de traitement des extraits de casier judiciaire envoyés par courrier, à partir du délai journalier suivi par le Casier judiciaire national";Oui;;Temporel;jour;IND-155;"Unique Valeur";Evolution;;;"lun 04/04/2022 - 12:22";Oui
CNAM;"Taux de satisfaction relatif à la qualité de l'accueil physique";"Taux de satisfaction de l'accueil en caisse";satisfaction;"Chaque année, l’Assurance Maladie mesure la satisfaction de ses assurés.
En 2020, ce baromètre a été dématérialisé et envoyé par e-mail, 51 000 assurés y ont répondu.

Chaque année, l’Assurance Maladie mesure la satisfaction de ses assurés.
L’enquête de satisfaction nationale 2018 est analysée à partir d’une base de 1 254 répondants pour un envoi de 6 000 questionnaires, soit un taux de retour de 20,9.";Oui;;Taux;%;IND-187;"Multi Barres";Evolution;0;2;"lun 04/04/2022 - 12:22";Oui
MTE-MCTRCT;"Nombre de connexion au site www.primealaconversion.gouv.fr";"Nombre de connexion au site www.primealaconversion.gouv.fr";performance;"Nombre de connexion au site www.primealaconversion.gouv.fr : 5387720 connexions";Oui;;Nombre;connexion;IND-219;"Unique Valeur";Evolution;1;0;"lun 04/04/2022 - 12:22";Oui
URSSAF;"Note de satisfaction relative à la qualité des réponses aux mails";"Note de satisfaction relative à la qualité des réponses aux mails";satisfaction;"Note de satisfaction relative à la qualité des réponse aux mails : note évaluée lors de l'enquête nationale annuelle sur un échantillon de 5 000 mails traités.";Oui;;Note;20;IND-251;"Multi Barres";Evolution;;;"lun 04/04/2022 - 12:22";Oui
"Ministère de la Justice";"Taux de satisfaction relatif à la réponse reçue par courriel";"Taux de satisfaction relatif à la réponse reçue par courriel";satisfaction;"Sources: Ministère de la justice/DACG/CJN. Méthodes: nombre de personnes se déclarant satisfaites totalement et partiellement de la réponse apportée par le CJN à leur demande / nombre total des répondants à l'enquête de satisfaction, exprimé en %";Oui;;Taux;%;IND-283;"Unique Valeur";Evolution;;;"lun 04/04/2022 - 12:22";Oui
"Gendarmerie Nationale";"Délai de prise en charge des demandes par la Brigade numérique (chat et réseaux sociaux)";"Délai moyen de prise en charge par la Brigade Numérique";performance;"Résultats nationaux issus des statistiques d'activité de la brigade numérique sur la période du 1er janvier au 31 décembre 2019. Directement accessible sur le site internet ou via les réseaux sociaux de la gendarmerie, les personnels de la brigade numérique répondent à vos demandes 24h/24h, 7j/7j. N'hésitez pas à les contacter.

Résultats nationaux issus des statistiques d'activité de la brigade numérique sur la période du 27/02 au 31/12/2018.";Oui;;Temporel;minute;IND-6;"Multi Barres";Evolution;4;4;"lun 04/04/2022 - 12:22";Oui
"Ministère de l'Agriculture et de l'Alimentation";"Contrats aidés : Taux de décroché";"Taux d’appels téléphoniques décrochés concernant les contrats aidés";performance;"Taux de décroché dans le cadre du recours à l'assistance utilisateurs : appels répondus/appels reçus";Oui;;Taux;%;IND-38;"Unique Valeur";Evolution;;;"lun 04/04/2022 - 12:22";Oui
"Ministère de l'Agriculture et de l'Alimentation";"Taux d'insertion professionnelle à 7 mois pour le Brevet de technicien supérieur agricole (BTSA)";"Taux d'insertion professionnelle à 7 mois pour le BTSA";performance;"Commentaire : Enquête 2019 des diplômés en 2019";Oui;;Taux;%;IND-70;"Unique Valeur";Evolution;;;"lun 04/04/2022 - 12:22";Oui
"Réseau des rectorats et DSDEN";"Délai de réponse aux demandes";"Délai de réponse aux demandes";performance;;Oui;;Temporel;heure;IND-102;"Multi Barres";Evolution;1;0;"lun 04/04/2022 - 12:22";Oui
"Ministère de la Culture";"Taux de satisfaction de la démarche dématérialisée par rapport à la demande papier";"Taux de satisfaction de la démarche dématérialisée par rapport à la demande papier";satisfaction;"Taux mesuré sur 1 028 réponses 
 (sur un total de 9 597 usagers interrogés)";Oui;;Taux;%;IND-134;"Multi Barres";Evolution;0;1;"lun 04/04/2022 - 12:22";Oui
"Ministère de la Justice";"Baux plus de 10 000 euros : durée moyenne";"Délai moyen d'une procédure (Baux > 10 000€)";performance;"Source : Ministère de la Justice / SG / SEM / SDSE / Exploitation statistique du Répoertoire Général Civil";Oui;;Temporel;mois;IND-166;"Multi Barres";Evolution;11;8;"lun 04/04/2022 - 12:22";Oui
CCMSA;"Vous êtes x% à percevoir votre retraite dans les 2 mois suivant la date de votre départ";"Taux d’usagers percevant leur retraite dans les 2 mois suivant la date de votre départ";performance;"Enquête nationale de satisfaction & données trimestrielles de pilotage";Oui;;Taux;%;IND-198;"Multi Barres";Evolution;;;"lun 04/04/2022 - 12:22";Oui
MTE-MCTRCT;"Part de demandes déposées concernant les animaux vivants";"Part de demandes déposées concernant les animaux vivants";performance;"Extractions i-CITES du 1er janvier au 30 novembre 2020";Oui;;Taux;%;IND-230;"Unique Valeur";Evolution;;;"lun 04/04/2022 - 12:22";Oui
"POLICE NATIONALE";"Taux d'usagers ayant reçu une réponse en moins de 5 jours après une demande adressée par courriel (boite mail police-population)";"Taux d'usagers ayant reçu une réponse en moins de 5 jours (demande par courriel)";performance;"Données 4ème trimestre 2019 issue de la base de données figurant au sein de l’outil MCI/N-MCI";Oui;;Taux;%;IND-262;"Multi Barres";Evolution;1;1;"lun 04/04/2022 - 12:22";Oui
"Ministère de la Justice";"Clarté du langage employé";"Taux de répondants ayant compris les explications fournies à l'accueil du point-justice";satisfaction;"Source: Ministère de la justice/SADJAV. Méthodes: nombre de personnes se déclarant satisfaites de la clarté du langage employé par les agents / nombre total de répondants à l'enquête de satisfaction exprimé en %";Oui;;Taux;%;IND-294;;Evolution;;;"lun 04/04/2022 - 12:22";Oui
"CAISSE NATIONALE MILITAIRE DE SECURITE SOCIALE";"Délai moyen de remboursement des feuilles de soins papier";"Délai moyen de remboursement des feuilles de soins papier";performance;"L’indicateur mesure le délai moyen en jours calendaires entre la date de réception et la date de traitement des feuilles de soins papier relatives aux frais de santé.";Oui;;Temporel;jour;IND-17;"Unique Valeur";Evolution;1;0;"lun 04/04/2022 - 12:22";Oui
"Ministère de l'Agriculture et de l'Alimentation";"IAE : AU- Durée moyenne d'attente";"Durée moyenne d’attente au téléphone concernant l'insertion par l’activité économique";performance;"Temps moyen d'attente dans le cadre du recours à l'assistance utilisateurs";Oui;;Temporel;seconde;IND-49;"Unique Valeur";Evolution;1;0;"lun 04/04/2022 - 12:22";Oui
"Etablissement Français du Sang";"Note de satisfaction de la pertinence des informations sur le site internet - Ensemble des donneurs (sites mobiles+sites fixes)";"Satisfaction de la pertinence des informations mises à disposition sur le site internet";satisfaction;"Issu de l'enquête de satisfaction menée auprès de plus de 33 000 donneurs ayant donné leur sang au cours de l'année 2019";Oui;;Note;10;IND-81;"Unique Valeur";Evolution;;;"lun 04/04/2022 - 12:22";Oui
"LES CROUS";"x/10 : note globale attribuée par les usagers pour la restauration universitaire";"Taux de satisfaction des usagers relatif à la restauration universitaire";satisfaction;"Le résultat affiché est celui de l’académie.

En 2019, l’enquête annuelle de satisfaction sur
la restauration a permis de collecter l’avis de
plus de 100 000 répondants, au niveau national.";Oui;;Note;10;IND-113;"Multi Barres";Evolution;3;0;"lun 04/04/2022 - 12:22";Oui
DGDDI;"Taux d’effort déployé par les opérateurs pour réaliser leurs formalités en ligne (1=très facile, 5=très difficile)";"Taux d’effort déployé par les opérateurs pour réaliser leurs formalités en ligne";performance;"taux issu de l’enquête annuelle de satisfaction réalisée par un institut de sondage externe. Pourcentage de « satisfaits et « très satisfait » sur 22064 répondants (taux de participation 12,12%).";Oui;;Note;5;IND-145;"Unique Valeur";Evolution;;;"lun 04/04/2022 - 12:22";Oui
"Ministère de la Justice";"Juges aux affaires familiales - hors divorce : durée moyenne";"Durée moyenne d'une procédure aux affaires familiales, hors divorce";performance;"Source : Ministère de la Justice / SG / SEM / SDSE / Exploitation statistique du Répoertoire Général Civil";Oui;;Temporel;mois;IND-177;"Multi Barres";Evolution;5;2;"lun 04/04/2022 - 12:22";Oui
MTE-MCTRCT;"Satisfaction globale du site";"Satisfaction globale du site";satisfaction;;Oui;;Taux;%;IND-209;"Unique Valeur";Evolution;;;"lun 04/04/2022 - 12:22";Oui
"POLE EMPLOI";"Taux de premiers paiements dans les délais";"Taux d'obtention d'un 1er paiement dans les délais";performance;"Mois d'observation : décembre 2019";Oui;;Taux;%;IND-241;"Multi Barres";Evolution;5;1;"lun 04/04/2022 - 12:22";Oui
"Universités et écoles";"Taux d'insertion professionnelle à 18 mois des diplômés 2016 de master - Sciences humaines et sociales";"Taux d'insertion professionnelle des diplômés 2016 master Sciences humaines et sociales";performance;"MESRI-SIES (enquête d'inssertion professionnelle à 18 et 30 mois des diplômés des diplômes d'université)";Oui;;Taux;%;IND-273;"Multi Barres";Evolution;2;0;"lun 04/04/2022 - 12:22";Oui
DGCCRF;"Taux de satisfaction des professionnels vis-à-vis des télé-procédures";"Taux de satisfaction des professionnels vis-à-vis des télé-procédures";performance;"Les télé-procédures concernées sont : téléfel , téléicare;";Oui;;Taux;%;IND-28;"Unique Valeur";Evolution;1;0;"lun 04/04/2022 - 12:22";Oui
"Ministère de l'Agriculture et de l'Alimentation";"Taux de satisfaction lié aux formations longues";"Taux de satisfaction lié aux formations longues";satisfaction;"Enquête téléphonique portant sur toutes nos formations, sur un panel de 60 pers. En formations longues et 200 pers. En formations courtes.";Oui;;Taux;%;IND-60;"Unique Valeur";Evolution;;;"lun 04/04/2022 - 12:22";Oui
"Etablissement Français du Sang";"Note de satisfaction Globale";"Satisfaction globale quant au dernier don de sang";satisfaction;"Issu de l'enquête de satisfaction menée auprès de plus de 33 000 donneurs ayant donné leur sang au cours de l'année 2019";Oui;;Note;10;IND-92;"Multi Barres";Evolution;1;0;"lun 04/04/2022 - 12:22";Oui
CNAF;"Taux de satisfaction globale du téléphone";"Taux de satisfaction relatif à la prise en charge téléphonique";satisfaction;"Ces indicateurs illustrent la démarche d’association des usagers initiée par la Branche. En effet, le réseau des Caf organise des tests usagers réguliers dans le but d’évaluer la satisfaction de son offre de service. L’évolution des indicateurs retenus nous permettra d’évaluer l’efficacité de nos actions sur la satisfaction des usagers.";Oui;;Taux;%;IND-124;"Multi Barres";Evolution;3;1;"lun 04/04/2022 - 12:22";Oui
"Ministère de la Justice";"Délai de réponse aux demandes d’information par courriel";"Délai de réponse aux demandes d’information par courriel";performance;"Calcul de la moyenne trimestrielle du délai de réponse aux courriels des particuliers (par échantillonnage)";Oui;;Temporel;jour;IND-156;"Unique Valeur";Evolution;;;"lun 04/04/2022 - 12:22";Oui
CNAM;"Taux de satisfaction relatif à la qualité de l'accueil téléphonique";"Taux de satisfaction relatif à la qualité de l'accueil téléphonique";satisfaction;"Chaque année, l’Assurance Maladie mesure la satisfaction de ses assurés.
En 2020, ce baromètre a été dématérialisé et envoyé par e-mail, 51 000 assurés y ont répondu.

Chaque année, l’Assurance Maladie mesure la satisfaction de ses assurés.
L’enquête de satisfaction nationale 2018 est analysée à partir d’une base de 1 254 répondants pour un envoi de 6 000 questionnaires, soit un taux de retour de 20,9.";Oui;;Taux;%;IND-188;"Multi Barres";Evolution;11;16;"lun 04/04/2022 - 12:22";Oui
MTE-MCTRCT;"Age moyen du véhicule acquis";"Age moyen du véhicule acquis";performance;"Jusqu'en octobre 2019, la saisie de date de 1ère immatriculation du véhicule acquis permettant le calcul de cet indicateur n'était pas obligatoire. Le calcul ne peut donc se réaliser sur l'année 2019 du fait de la faible complétude de cette information.";Oui;;Temporel;an;IND-220;;Evolution;;;"lun 04/04/2022 - 12:22";Oui
URSSAF;"% courriels ayant reçu une réponse sous 48 h";"Taux de courriels ayant reçu une réponse sous 48 h";performance;"Taux de réponse aux mails sous 48h : note évaluée lors de l'enquête nationale annuelle sur un échantillon de 5 000 mails traités.";Oui;;Taux;%;IND-252;"Multi Barres";Evolution;;;"lun 04/04/2022 - 12:22";Oui
"France services";"Taux de démarches réalisées en France services sans redirection";"Taux de démarches réalisées en intégralité dans la France services";performance;"Données issues de la plateforme de suivi d'activité France services renseignée par les agents France services à la fin de chaque accompagnement. Est comptabilisé comme OUI la situation où l'usager ressort de la France services en ayant finalisé sa démarche en intégralité. Est comptabilisé comme NON la situation où l'usager : 
- doit finaliser sa démarche en autonomie dans la France services, 
- doit revenir en France services pour finaliser sa démarche, 
- a été mis en contact avec un opérateur pour finaliser sa démarche, 
- n'a pas trouvé de réponse à sa question.";Oui;;Taux;%;IND-284;"Multi Barres";Evolution;49;20;"lun 04/04/2022 - 12:22";Oui
"Gendarmerie Nationale";"Note attribuée par les usagers du chat de la Brigade numérique pour le traitement de leur demande";"Note moyenne de satisfaction relative aux échanges chat avec la Brigade Numérique";satisfaction;"Résultats nationaux issus des statistiques d'activité de la brigade numérique sur la période du 1er janvier au 31 décembre 2019. Directement accessible sur le site internet ou via les réseaux sociaux de la gendarmerie, les personnels de la brigade numérique répondent à vos demandes 24h/24h, 7j/7j. N'hésitez pas à les contacter.

Résultats nationaux issus des statistiques d'activité de la brigade numérique sur la période du 27/02 au 31/12/2018.";Oui;;Note;10;IND-7;"Multi Barres";Evolution;2;3;"lun 04/04/2022 - 12:22";Oui
"Ministère de l'Agriculture et de l'Alimentation";"Activité partielle : Taux de décroché";"Taux d’appels téléphoniques décrochés concernant l'activité partielle";performance;"Taux de décroché dans le cadre du recours à l'assistance utilisateurs : appels répondus/appels reçus";Oui;;Taux;%;IND-39;"Unique Valeur";Evolution;;;"lun 04/04/2022 - 12:22";Oui
"Ministère de l'Agriculture et de l'Alimentation";"Taux d'insertion professionnelle à 7 mois pour le Bac professionnel";"Taux d'insertion professionnelle à 7 mois pour le Bac professionnel";performance;"Commentaire : Enquête 2019 des diplômés en 2020";Oui;;Taux;%;IND-71;"Unique Valeur";Evolution;;;"lun 04/04/2022 - 12:22";Oui
"Réseau des rectorats et DSDEN";"Taux de satisfaction des usagers (pourcentage des usagers très satisfaits et satisfaits)";"Taux de satisfaction des usagers";satisfaction;;Oui;;Taux;%;IND-103;"Multi Barres";Evolution;0;1;"lun 04/04/2022 - 12:22";Oui
"Ministère de la Culture";"Taux de satisfaction globale";"Taux de satisfaction globale";satisfaction;"Taux mesuré sur 1 028 réponses 
 (sur un total de 9 597 usagers interrogés)";Oui;;Taux;%;IND-135;"Multi Barres";Evolution;;;"lun 04/04/2022 - 12:22";Oui
"Ministère de la Justice";"Classement sans suite après procédure alternative : durée moyenne entre l'arrivée au parquet et le classement";"Délai moyen de traitement d'un classement sans suite";performance;"Source : Ministère de la Justice / SG / SEM / SDSE / SID statistiques pénales";Oui;;Temporel;mois;IND-167;"Multi Barres";Evolution;6;5;"lun 04/04/2022 - 12:22";Oui
CCMSA;"Vous êtes x% à être satisfaits de nos services";"Taux de satisfaction globale des services";satisfaction;"Enquête nationale de satisfaction & données trimestrielles de pilotage";Oui;;Taux;%;IND-199;"Multi Barres";Evolution;;;"lun 04/04/2022 - 12:22";Oui
MTE-MCTRCT;"Demandes de permis destinés à des échanges intra UE";"Demandes de permis destinés à des échanges intra UE";performance;"Extractions i-CITES du 1er janvier au 30 novembre 2020 - Nombre de demandes : 12547";Oui;;Nombre;demande;IND-231;"Unique Valeur";Evolution;0;1;"lun 04/04/2022 - 12:22";Oui
"POLICE NATIONALE";"Taux d'usagers pris en charge dans les 15 min après accueil au Commissariat";"Taux d'usagers pris en charge dans les 15 min après accueil au Commissariat";performance;"Données 4ème trimestre 2019 issue de la base de données figurant au sein de l’outil MCI/N-MCI";Oui;;Taux;%;IND-263;"Multi Barres";Evolution;1;1;"lun 04/04/2022 - 12:22";Oui
"Ministère de la Justice";"Disponiblité des professionnels - questionnaire jeunes -Secteur Public.";"Taux de satisfaction des jeunes quant à la disponiblité des professionnels";satisfaction;"Sources: Ministère de la justice/DPJJ. Méthodes: nombre de jeunes déclarant que les professionnels qui les ont reçu dans une structure du secteur public (SP) ont été disponibles / nombre total des répondants à l'enquête de satisfaction jeunes exprimé en %";Oui;;Taux;%;IND-295;;Evolution;;;"lun 04/04/2022 - 12:22";Oui
"CAISSE NATIONALE MILITAIRE DE SECURITE SOCIALE";"Délai moyen de traitement des courriers";"Délai moyen de traitement des courriers";performance;"L’indicateur mesure le délai moyen en jours ouvrés entre la date de réception du courrier et la date de réponse.";Oui;;Temporel;jour;IND-18;"Unique Valeur";Evolution;1;0;"lun 04/04/2022 - 12:22";Oui
"Ministère de l'Agriculture et de l'Alimentation";"Nombre de connexions à VISIONet";"Nombre de connexions à VISIONet";performance;"Nombre de connexions à VISIONet : 107318";Oui;;Nombre;connexion;IND-50;"Unique Valeur";Evolution;;;"lun 04/04/2022 - 12:22";Oui
"Etablissement Français du Sang";"Note de satisfaction de la pertinence des informations sur le site internet - sites fixes";"Satisfaction de la pertinence des informations mises à disposition sur le site internet";satisfaction;"Issu de l'enquête de satisfaction menée auprès de plus de 33 000 donneurs ayant donné leur sang au cours de l'année 2019";Oui;;Note;10;IND-82;"Unique Valeur";Evolution;;;"lun 04/04/2022 - 12:22";Oui
"LES CROUS";"x/10 : note globale attribuée par les usagers pour le logement universitaire";"Taux de satisfaction des usagers relatif au logement universitaire";satisfaction;"Le résultat affiché est celui de l’académie.

Les répondants à l’enquête nationale annuelle
sont à 53 % des primo-entrants et 71 % des
boursiers, occupant pour 44 % des studios / T1
et pour 39 % des chambres rénovées avec sanitaires
individuels. 19 000 personnes se sont
prononcées pour cette enquête.";Oui;;Note;10;IND-114;"Multi Barres";Evolution;;;"lun 04/04/2022 - 12:22";Oui
DGDDI;"Taux de prise en charge téléphonique des appels et demandes de rappel reçus par le centre de contact « Infos douane service »";"Taux de prise en charge des appels par Infos douane service";satisfaction;"indicateur mensuel issu du système de gestion des appels (taux annuel)";Oui;;Taux;%;IND-146;"Unique Valeur";Evolution;;;"lun 04/04/2022 - 12:22";Oui
"Ministère de la Justice";"Ordonnances de CRPC : durée moyenne entre l'arrivée au parquet et le classement";"Délai moyen de traitement d'une ordonnance de CRPC";performance;"Source : Ministère de la Justice / SG / SEM / SDSE / SID statistiques pénales";Oui;;Temporel;mois;IND-178;"Multi Barres";Evolution;1;4;"lun 04/04/2022 - 12:22";Oui
MTE-MCTRCT;"Nombre de certificats qualité de l’air délivrés (de juillet 2016 à novembre 2020)";"Nombre de certificats qualité de l’air délivrés";performance;"Nombre de certificats qualité de l’air délivrés : 17 448 551 unités";Oui;;Nombre;certificat;IND-210;"Unique Valeur";Evolution;;;"lun 04/04/2022 - 12:22";Oui
"POLE EMPLOI";"Nombre de retours à l’emploi sur 12 mois";"Nombre de retours à l’emploi sur 12 mois";performance;"Mois d'observation : décembre 2019";Oui;;Nombre;personne;IND-242;"Multi Barres";Evolution;4;3;"lun 04/04/2022 - 12:22";Oui
"Universités et écoles";"Taux d'insertion professionnelle à 18 mois des diplômés 2016 de master - Sciences-Technologies-Santé";"Taux d'insertion professionnelle des diplômés 2016 master Sciences-Technologies-Santé";performance;"MESRI-SIES (enquête d'inssertion professionnelle à 18 et 30 mois des diplômés des diplômes d'université)";Oui;;Taux;%;IND-274;"Multi Barres";Evolution;1;0;"lun 04/04/2022 - 12:22";Oui
DGCCRF;"Taux de satisfaction des professionnels vis-à-vis de la télé-procédure téléfel";"Taux de satisfaction des professionnels vis-à-vis de la télé-procédure téléfel";performance;"Recueil des avis via ""mon avis"" sur la période du 5 septembre 2019 au 4 septembre 2020 auprès de 4 internautes sur le site de télédéclaration des importations et des exportations de fruits et légumes TELEFEL (démarches /757)";Oui;;Taux;%;IND-29;"Unique Valeur";Evolution;;;"lun 04/04/2022 - 12:22";Oui
"Ministère de l'Agriculture et de l'Alimentation";"Taux de satisfaction lié aux formations courtes";"Taux de satisfaction lié aux formations courtes";satisfaction;"Enquête téléphonique portant sur toutes nos formations, sur un panel de 60 pers. En formations longues et 200 pers. En formations courtes.";Oui;;Taux;%;IND-61;"Unique Valeur";Evolution;;;"lun 04/04/2022 - 12:22";Oui
"Etablissement Français du Sang";"Note de satisfaction Globale - Ensemble des donneurs (sites mobiles+sites fixes)";"Satisfaction globale quant au dernier don de sang";satisfaction;"Issu de l'enquête de satisfaction menée auprès de plus de 33 000 donneurs ayant donné leur sang au cours de l'année 2019";Oui;;Note;10;IND-93;"Multi Barres";Evolution;;;"lun 04/04/2022 - 12:22";Oui
CNAF;"Taux de satisfaction qualité de service globale";"Taux de satisfaction relatif au service globale";satisfaction;"Ces indicateurs illustrent la démarche d’association des usagers initiée par la Branche. En effet, le réseau des Caf organise des tests usagers réguliers dans le but d’évaluer la satisfaction de son offre de service. L’évolution des indicateurs retenus nous permettra d’évaluer l’efficacité de nos actions sur la satisfaction des usagers.";Oui;;Taux;%;IND-125;"Multi Barres";Evolution;2;1;"lun 04/04/2022 - 12:22";Oui
"Ministère de la Justice";"Délai de réponse aux demandes d’information par courrier";"Délai de réponse aux demandes d’information par courrier";performance;"Calcul de la moyenne trimestrielle du délai de réponse aux courriers des particuliers (sur tous les courriers reçus)";Oui;;Temporel;jour;IND-157;"Unique Valeur";Evolution;;;"lun 04/04/2022 - 12:22";Oui
CNAM;"Taux de satisfaction relatif aux réponses courrier et email";"Taux de satisfaction relatif aux réponses aux courriers et mails";satisfaction;"Chaque année, l’Assurance Maladie mesure la satisfaction de ses assurés.
En 2020, ce baromètre a été dématérialisé et envoyé par e-mail, 51 000 assurés y ont répondu.

Chaque année, l’Assurance Maladie mesure la satisfaction de ses assurés.
L’enquête de satisfaction nationale 2018 est analysée à partir d’une base de 1 254 répondants pour un envoi de 6 000 questionnaires, soit un taux de retour de 20,9.";Oui;;Taux;%;IND-189;"Multi Barres";Evolution;5;15;"lun 04/04/2022 - 12:22";Oui
MTE-MCTRCT;"Age moyen du véhicule mis au rebut";"Age moyen du véhicule mis au rebut";performance;"Sur la base des primes payées";Oui;;Temporel;an;IND-221;"Unique Valeur";Evolution;1;0;"lun 04/04/2022 - 12:22";Oui
